Time,MPVPosition,CO2_Avg,CO2_SD,CH4_Avg,CH4_SD,CO_Avg,CO_SD,CO2_MPVPosition,CH4_MPVPosition,CO_MPVPosition
2024-09-01 00:00:00,0.0,480.03339130434784,1.7057944187486587,1.971782608695652,0.0016502485140436013,,,,,
2024-09-01 00:01:00,0.0,480.94251063829785,1.4184313882403456,1.9716666666666667,0.000564659702573265,,,,,
2024-09-01 00:02:00,0.0,482.87704444444444,2.024676202569748,1.971,0.0034364987719368778,,,,,
2024-09-01 00:03:00,0.0,479.0328043478261,1.4023831560686928,1.9709999999999999,0.0006741998624632787,,,,,
2024-09-01 00:04:00,0.0,479.0608085106383,0.893572158062878,1.9706666666666666,0.0005646597025733419,,,,,
2024-09-01 00:05:00,0.0,479.9343913043478,0.28740482314522126,1.9709999999999999,0.002891995221924931,,,,,
2024-09-01 00:06:00,0.0,480.3828125,0.407653986373714,1.9711666666666667,0.0005646597025732071,,,,,
2024-09-01 00:07:00,0.0,480.87314583333335,0.37144777070975415,1.9710416666666666,0.00020412414523191867,,,,,
2024-09-01 00:08:00,0.0,479.0654583333333,0.5354622961211855,1.9712,0.00040824829046377684,,,,,
2024-09-01 00:09:00,0.0,480.408612244898,0.6713812818959838,1.9714166666666666,0.0005036101551852637,,,,,
2024-09-01 00:10:00,0.0,480.92206382978725,0.4086938050325291,1.9715833333333332,0.002282574188835109,,,,,
2024-09-01 00:11:00,0.0,480.63550000000004,0.5565693931233663,1.9723333333333333,0.0011293194051465608,,,,,
2024-09-01 00:12:00,0.0,481.3233695652174,0.43996774420640683,1.9725652173913044,0.0009451352455660068,,,,,
2024-09-01 00:13:00,0.0,480.6421627906977,0.6795767215607389,1.9704545454545455,0.0038013440320781885,,,,,
2024-09-01 00:14:00,0.0,481.41319565217395,0.6663949652859471,1.9719130434782608,0.0009493080483968546,,,,,
2024-09-01 00:15:00,0.0,481.6421489361702,0.6447805821168457,1.971782608695652,0.0005184348595120442,,,,,
2024-09-01 00:16:00,0.0,482.18063043478264,0.9014312165463899,1.9703913043478263,0.004697573168763778,,,,,
2024-09-01 00:17:00,0.0,481.70565217391305,0.9553147757534856,1.9699565217391304,0.0040054310955089404,,,,,
2024-09-01 00:18:00,0.0,481.5544791666667,1.7840594159266976,1.969875,0.00033783196234605855,,,,,
2024-09-01 00:19:00,0.0,481.42538775510207,1.047729784190713,1.9693200000000002,0.0006271629240740765,,,,,
2024-09-01 00:20:00,0.0,480.71433333333334,0.5289764988765415,1.9684782608695652,0.0012011193725169876,,,,,
2024-09-01 00:21:00,0.0,479.9964081632653,0.9291223214761707,1.968416666666667,0.0011000658741804228,,,,,
2024-09-01 00:22:00,0.0,481.27367391304347,0.8386554067698344,1.9683478260869565,0.0008846517369293881,,,,,
2024-09-01 00:23:00,0.0,479.5768510638298,0.6227213410829475,1.9672083333333334,0.0026861831118046623,,,,,
2024-09-01 00:24:00,0.0,479.3832916666667,0.41042536099802174,1.9673333333333334,0.003522186409242023,,,,,
2024-09-01 00:25:00,0.0,478.28070212765954,1.701556728601093,1.9667916666666667,0.0034512652584317485,,,,,
2024-09-01 00:26:00,0.0,477.639085106383,0.3455349242895327,1.9664347826086956,0.0006623708763719858,,,,,
2024-09-01 00:27:00,0.0,478.6213953488372,1.3689993415340904,1.9657272727272728,0.0016382865085151112,,,,,
2024-09-01 00:28:00,0.0,480.1367234042553,1.1286008209884681,1.9658695652173912,0.0004576965872801456,,,,,
2024-09-01 00:29:00,0.0,480.035625,0.760674326404574,1.9658333333333333,0.0023529198635010512,,,,,
2024-09-01 00:30:00,0.0,478.97773913043477,0.4429208825654684,1.9654782608695653,0.002952188174856582,,,,,
2024-09-01 00:31:00,0.0,480.7548863636364,0.6925037222940477,1.9655,0.002650247068446518,,,,,
2024-09-01 00:32:00,0.0,480.8204375,0.29374847441885865,1.966375,0.002463869350008794,,,,,
2024-09-01 00:33:00,0.0,480.27024489795923,0.8696798867641585,1.9668461538461537,0.0004640954808923041,,,,,
2024-09-01 00:34:00,0.0,478.57522448979597,0.6017371818779867,1.966375,0.0004945353550469138,,,,,
2024-09-01 00:35:00,0.0,480.0341632653061,1.9572101354877125,1.9663599999999999,0.0005686240703077854,,,,,
2024-09-01 00:36:00,0.0,478.2535957446808,1.1562678653768812,1.966130434782609,0.0010137396037394307,,,,,
